ProspectiveBuyerKey,FirstName,LastName,Age,MaritalStatus,Gender,AnnualIncome,TotalChildren,ChildrenAtHomeCount,EducationLevel,WorkClass,HomeOwnership,CarsOwned,City,StateProvinceCode,PostalCode,Unknown
790,Erik,Hanson,63,M,M,30000,2,0,Partial Co,Clerical,0,2,Concord,ND,58024,4
791,Sven,Johnson,30,S,M,30000,0,0,High Schoo,Skilled Manual,1,2,Lebanon,SD,57086,1
792,Sven,Carlson,50,S,M,70000,5,4,Partial Co,Skilled Manual,0,3,Chula Vista,ND,58405,4
793,John,Johnson,30,S,M,10000,0,0,Partial Co,Manual,1,1,Olympia,MN,55276,1
794,Ole,Larson,49,M,M,10000,1,0,Bachelors,Manual,1,0,Santa Cruz,ND,58121,4
795,Hans,Carlson,72,M,M,120000,2,4,Graduate D,Management,1,3,Colma,ND,58518,4
796,Kirsten,Larson,68,M,F,50000,2,0,Graduate D,Management,1,1,Colma,ND,58679,4
797,Kirsten,Carlson,41,M,F,70000,0,0,Bachelors,Professional,1,2,Bellingham,MN,56732,1
798,Kirsten,Larson,70,M,F,90000,5,0,Bachelors,Management,1,2,Concord,ND,58596,4
799,Ella,Johnson,46,S,F,40000,1,0,Bachelors,Skilled Manual,1,0,Los Angeles,ND,58072,4
800,Ella,Olson,35,S,F,60000,0,0,Partial Hi,Skilled Manual,0,3,Colma,ND,58602,4
801,Hans,Johnson,42,M,M,60000,2,2,Bachelors,Professional,0,1,Berkeley,ND,58759,4
802,Erika,Hanson,58,M,F,70000,5,2,Partial Hi,Skilled Manual,1,2,Chula Vista,ND,58274,4
803,Erika,Olson,56,S,F,100000,3,4,High Schoo,Professional,1,3,Chula Vista,ND,58489,4
804,Inga,Olson,69,S,F,50000,4,0,Bachelors,Management,0,2,Orlando,WI,53011,5
805,Kirsten,Larson,45,M,F,50000,3,3,Bachelors,Skilled Manual,1,2,Berkeley,ND,58572,4
806,Ella,Larson,33,S,F,50000,0,0,Partial Co,Skilled Manual,1,1,Falls Church,ID,83289,5
807,Erika,Larson,62,M,F,40000,2,1,High Schoo,Professional,1,2,Chehalis,MN,55450,1
808,Carl,Carlson,52,M,M,30000,3,0,High Schoo,Skilled Manual,1,2,Marysville,MN,55970,1
809,Ella,Hanson,35,M,F,30000,0,0,Partial Co,Clerical,1,1,Coronado,ND,58095,4
810,Ella,Carlson,87,M,F,20000,2,0,Partial Co,Manual,0,1,Burien,MN,56549,1
811,John,Larson,33,M,M,40000,0,0,Partial Hi,Clerical,1,2,San Carlos,ND,58737,4
812,Sven,Anderson,39,M,M,110000,0,0,Graduate D,Management,1,3,Bellingham,MN,56083,1
813,John,Larson,30,S,M,20000,0,0,Partial Hi,Manual,0,2,Chula Vista,ND,58041,4
814,Hans,Carlson,43,S,M,30000,1,1,Bachelors,Clerical,0,1,Mill Valley,ND,58741,4
815,Hans,Carlson,47,M,M,40000,1,0,Bachelors,Skilled Manual,1,0,Bremerton,MN,55174,1
816,Inga,Johnson,44,S,F,50000,3,3,Bachelors,Skilled Manual,0,0,Everett,MN,55252,1
817,Hans,Hanson,46,S,M,40000,1,0,Bachelors,Skilled Manual,0,0,Norwood,WY,83023,2
818,Carl,Olson,31,M,M,20000,0,0,Partial Hi,Manual,1,2,Colma,ND,58653,4
819,Ole,Olson,45,M,M,20000,2,2,High Schoo,Manual,1,1,Norridge,IL,60706,3
820,Carl,Johnson,63,M,M,80000,5,0,Partial Co,Professional,1,2,Everett,MN,55268,1
821,Carl,Hanson,34,S,M,10000,0,0,High Schoo,Manual,0,2,Chicago,IL,60610,3
822,Erik,Olson,45,M,M,50000,3,3,Bachelors,Skilled Manual,1,2,Colma,ND,58422,4
823,Carl,Larson,53,M,M,110000,2,4,Partial Co,Professional,1,4,Lynnwood,MN,56500,1
824,Katrin,Johnson,35,S,F,40000,3,3,Partial Co,Clerical,1,0,Camarillo,ND,58595,4
825,Ella,Olson,64,M,F,60000,5,0,Bachelors,Management,0,3,Concord,ND,58148,4
826,Inga,Johnson,50,S,F,40000,2,0,Partial Co,Clerical,1,1,Everett,MN,56287,1
827,Erik,Anderson,63,S,M,50000,2,1,Partial Co,Professional,1,1,Augusta,WY,82870,5
828,Carl,Olson,32,S,M,30000,0,0,High Schoo,Manual,0,1,Concord,ND,58565,4
829,Kirsten,Larson,72,M,F,120000,2,4,Graduate D,Management,1,3,Colma,ND,58292,4
830,Carl,Hanson,44,S,M,10000,4,4,Partial Hi,Manual,0,1,Downey,ND,58702,4
831,Ingrid,Hanson,57,M,F,80000,4,2,Partial Co,Professional,1,2,Lake Oswego,SD,57749,1
832,Sven,Larson,57,M,M,10000,3,0,Partial Co,Manual,1,2,Houston,OH,43605,4
833,Ingrid,Johnson,47,S,F,50000,4,2,Bachelors,Professional,0,2,Oregon City,SD,57287,1
834,Inga,Olson,53,S,F,50000,2,0,Partial Hi,Skilled Manual,0,2,North Randall,OH,44128,3
835,Carl,Hanson,33,S,M,40000,0,0,High Schoo,Skilled Manual,0,2,Everett,MN,55435,1
836,Erika,Carlson,30,M,F,30000,0,0,High Schoo,Skilled Manual,0,2,Downey,ND,58824,4
837,Erika,Hanson,38,M,F,70000,5,5,Bachelors,Professional,1,3,Redmond,MN,55320,1
838,Ingrid,Hanson,53,S,F,50000,1,0,Partial Co,Skilled Manual,0,1,Concord,ND,58824,4
839,Katrin,Carlson,43,M,F,120000,0,1,Bachelors,Management,0,4,Lakewood,ND,58191,4
840,Kirsten,Larson,41,S,F,10000,2,2,High Schoo,Manual,0,0,Spring Valley,ND,58623,4
841,Inga,Carlson,49,S,F,60000,1,0,Partial Co,Skilled Manual,0,1,Clay,MN,56321,2
842,Sven,Anderson,35,S,M,50000,0,0,Partial Co,Skilled Manual,1,2,Puyallup,MN,55625,1
843,John,Larson,32,S,M,40000,0,0,High Schoo,Skilled Manual,0,2,Mesa,IL,61465,4
844,Kirsten,Carlson,33,M,F,30000,0,0,Partial Co,Clerical,1,1,Saugus,WY,83011,2
845,Ingrid,Larson,42,M,F,90000,4,4,Partial Co,Skilled Manual,1,2,Colma,ND,58225,4
846,Ingrid,Olson,71,S,F,60000,3,0,Graduate D,Management,0,2,Cincinnati,OH,45202,3
847,Ingrid,Larson,52,S,F,60000,1,0,Bachelors,Professional,1,1,Monroe,MN,55177,1
848,Ingrid,Carlson,59,M,F,50000,2,1,High Schoo,Professional,1,2,Puyallup,MN,55472,1
849,Ella,Johnson,44,M,F,50000,3,3,Bachelors,Skilled Manual,0,0,San Gabriel,ND,58105,4
850,Kirsten,Hanson,56,S,F,30000,1,0,High Schoo,Clerical,0,1,Lynnwood,MN,56339,1
851,Erika,Olson,41,M,F,20000,1,0,Bachelors,Manual,1,0,Memphis,IN,46407,5
852,Inga,Hanson,45,S,F,70000,2,0,Graduate D,Professional,0,1,Grossmont,ND,58001,4
853,John,Olson,54,M,M,110000,3,4,Partial Co,Professional,1,4,City Of Commerce,ND,58438,4
854,Kirsten,Hanson,33,S,F,10000,0,0,High Schoo,Manual,0,2,Santa Cruz,ND,58202,4
855,Carl,Hanson,36,S,M,40000,3,3,Partial Co,Clerical,1,2,Concord,ND,58260,4
856,Ole,Anderson,42,M,M,10000,3,3,High Schoo,Manual,0,0,Colma,ND,58701,4
857,Ingrid,Carlson,44,M,F,70000,4,0,Graduate D,Professional,1,0,Chula Vista,ND,58133,4
858,Kirsten,Larson,32,M,F,30000,0,0,High Schoo,Manual,1,1,Beaverton,SD,57249,1
859,Carl,Carlson,40,S,M,30000,0,0,Bachelors,Clerical,1,0,Houston,OH,44051,4
860,Hans,Anderson,49,S,M,40000,4,3,High Schoo,Skilled Manual,0,3,Concord,ND,58804,4
861,Kirsten,Larson,41,S,F,50000,0,0,Graduate D,Skilled Manual,0,0,Burlingame,ND,58807,4
862,Hans,Johnson,56,S,M,130000,3,4,Partial Co,Professional,0,4,Downey,ND,58447,4
863,Kirsten,Olson,41,M,F,30000,1,1,Bachelors,Skilled Manual,1,2,Denby,SD,57716,0
864,Kirsten,Larson,52,M,F,50000,4,0,Graduate D,Skilled Manual,1,0,Bellflower,ND,58571,4
865,Kirsten,Johnson,57,M,F,30000,2,0,Partial Co,Clerical,1,2,Colma,ND,58258,4
866,Ole,Olson,49,S,M,80000,5,4,Partial Co,Professional,0,3,Miami,WI,53434,5
867,Sven,Hanson,44,S,M,60000,0,0,Graduate D,Professional,0,1,Olympia,MN,55517,1
868,Erik,Carlson,57,S,M,80000,4,2,Partial Co,Professional,1,2,Irvine,ND,58267,4
869,Sven,Anderson,41,M,M,50000,2,2,Bachelors,Skilled Manual,1,0,Lynnwood,MN,55161,1
870,Erik,Larson,37,S,M,20000,0,0,Partial Hi,Manual,1,2,Coronado,ND,58603,4
871,Erik,Olson,46,M,M,60000,5,4,Bachelors,Professional,1,0,Washougal,MN,56293,1
872,Ingrid,Anderson,71,S,F,60000,3,0,Graduate D,Management,0,2,San Carlos,ND,58605,4
873,Sven,Larson,44,M,M,50000,0,0,Graduate D,Skilled Manual,0,0,Beaverton,SD,57244,1
874,Carl,Olson,57,M,M,30000,3,0,High Schoo,Skilled Manual,1,2,Huntsville,IA,50026,5
875,Sven,Anderson,91,M,M,10000,3,0,Bachelors,Clerical,1,2,Los Angeles,ND,58041,4
876,Ella,Anderson,39,M,F,10000,0,0,Partial Hi,Manual,1,2,Colma,ND,58131,4
877,Ella,Larson,51,M,F,60000,4,3,Bachelors,Professional,1,0,San Antonio,OH,45532,4
878,Hans,Larson,43,S,M,20000,1,0,Graduate D,Clerical,1,0,Altadena,ND,58026,4
879,Ingrid,Larson,53,M,F,30000,2,0,High Schoo,Skilled Manual,1,2,Chicago,IL,60610,3
880,Erik,Hanson,38,M,M,60000,1,0,Graduate D,Skilled Manual,1,0,Concord,ND,58485,4
881,John,Carlson,44,M,M,60000,0,0,Graduate D,Professional,0,0,Everett,MN,55346,1
882,Ingrid,Carlson,79,S,F,20000,2,0,Partial Co,Manual,1,1,Colma,ND,58451,4
883,Carl,Anderson,73,M,M,10000,2,0,Bachelors,Clerical,0,1,Kirkland,MN,56406,1
884,Ella,Olson,36,M,F,30000,0,0,Partial Co,Clerical,1,1,Colma,ND,58642,4
885,Katrin,Olson,39,M,F,50000,1,0,Graduate D,Skilled Manual,1,0,Bothell,MN,55693,1
886,Erik,Johnson,51,S,M,50000,4,0,Graduate D,Skilled Manual,0,0,Long Beach,ND,58185,4
887,Erik,Olson,50,M,M,20000,2,0,Partial Co,Manual,1,1,Downey,ND,58661,4
888,Ingrid,Anderson,32,M,F,50000,0,0,Partial Co,Skilled Manual,1,1,Issaquah,MN,56170,1
889,Hans,Carlson,39,S,M,30000,0,0,High Schoo,Manual,0,1,Orange,ND,58580,4
890,Hans,Carlson,44,S,M,50000,0,0,Graduate D,Skilled Manual,0,0,East Haven,OH,45112,0
891,Ole,Johnson,40,S,M,120000,0,5,Partial Hi,Professional,1,4,Burien,MN,56657,1
892,Inga,Olson,60,S,F,110000,4,5,Partial Co,Management,1,2,Colma,ND,58445,4
893,Kirsten,Anderson,32,S,F,50000,0,0,Partial Co,Skilled Manual,0,2,Marysville,MN,56358,1
894,Erika,Carlson,30,M,F,20000,0,0,Partial Hi,Manual,0,2,Santa Monica,ND,58702,4
895,Ella,Anderson,42,M,F,50000,2,2,Bachelors,Skilled Manual,1,1,Everett,MN,55710,1
896,Hans,Johnson,63,M,M,60000,5,0,Bachelors,Management,0,3,Colma,ND,58100,4
897,Hans,Hanson,35,S,M,20000,0,0,High Schoo,Manual,0,1,Colma,ND,58206,4
898,Erik,Olson,31,S,M,50000,0,0,Partial Co,Skilled Manual,1,1,Lakewood,ND,58048,4
899,Ole,Anderson,38,M,M,50000,1,1,Graduate D,Skilled Manual,1,0,Chula Vista,ND,58432,4
900,John,Anderson,55,S,M,30000,1,0,High Schoo,Clerical,0,2,Portland,SD,57443,1
901,Carl,Johnson,38,S,M,60000,1,0,Graduate D,Professional,0,0,Warwick,SD,57246,0
902,Erik,Anderson,37,S,M,110000,1,1,Graduate D,Management,0,3,Bremerton,MN,55094,1
903,Erik,Carlson,45,M,M,30000,2,2,Partial Co,Clerical,1,1,Colma,ND,58619,4
904,Ella,Larson,32,M,F,50000,0,0,Partial Co,Skilled Manual,1,1,Lakewood,ND,58333,4
905,Erika,Larson,71,S,F,50000,3,0,Graduate D,Management,0,2,Olympia,MN,55523,1
906,Inga,Larson,77,M,F,50000,2,0,Graduate D,Management,1,2,Chula Vista,ND,58678,4
907,Ingrid,Larson,41,S,F,30000,0,0,Bachelors,Clerical,1,0,Houston,OH,45899,4
908,Inga,Hanson,38,M,F,60000,0,0,Graduate D,Professional,1,1,Beverly Hills,ND,58777,4
909,Hans,Hanson,39,M,M,90000,0,0,Partial Hi,Professional,1,4,Colma,ND,58308,4
910,Hans,Carlson,40,S,M,100000,0,5,High Schoo,Management,0,4,Bellflower,ND,58788,4
911,Katrin,Anderson,32,S,F,20000,0,0,High Schoo,Manual,0,1,Bremerton,MN,56147,1
912,Ole,Carlson,62,S,M,90000,4,1,Partial Hi,Skilled Manual,1,4,Chula Vista,ND,58791,4
913,Carl,Olson,69,S,M,50000,3,0,Bachelors,Management,1,2,Port Orchard,MN,55155,1
914,Sven,Hanson,44,S,M,60000,0,0,Graduate D,Professional,1,0,Rocky Mount,ND,58590,5
915,Carl,Carlson,73,M,M,50000,3,0,Graduate D,Management,1,2,Carnation,MN,55116,1
916,Ole,Anderson,30,S,M,50000,0,0,Partial Co,Skilled Manual,1,1,Kenmore,MN,56697,1
917,Erika,Larson,46,S,F,40000,1,0,Bachelors,Skilled Manual,0,0,Cedar Park,OH,43623,4
918,Erik,Olson,36,M,M,80000,0,0,High Schoo,Management,1,3,Woodland Hills,ND,58342,4
919,Erika,Olson,43,M,F,120000,0,1,Bachelors,Management,1,4,Redwood City,ND,58573,4
920,Erik,Larson,32,S,M,50000,0,0,Partial Co,Skilled Manual,0,1,Lakewood,ND,58601,4
921,Ole,Anderson,39,M,M,60000,1,0,Graduate D,Professional,1,0,Sedro Woolley,MN,55888,1
922,Inga,Olson,39,S,F,60000,1,0,Graduate D,Professional,0,0,Ballard,MN,56152,1
923,Ella,Larson,43,M,F,10000,3,3,High Schoo,Manual,0,0,Mill Valley,ND,58408,4
924,Hans,Larson,47,S,M,60000,3,2,Graduate D,Professional,0,0,Marysville,MN,55969,1
925,Erika,Larson,60,S,F,30000,5,0,Partial Hi,Clerical,0,2,Index,MN,56286,1
926,John,Johnson,40,S,M,70000,0,0,Bachelors,Professional,1,1,Salem,SD,57514,1
927,Katrin,Carlson,39,S,F,30000,0,0,Bachelors,Clerical,1,0,Mill Valley,ND,58089,4
928,Inga,Anderson,31,S,F,90000,0,0,High Schoo,Management,0,3,Tacoma,MN,56071,1
929,Erik,Olson,38,M,M,30000,0,0,High Schoo,Manual,1,1,Colma,ND,58161,4
930,Ingrid,Larson,54,M,F,50000,2,0,High Schoo,Skilled Manual,1,2,Walla Walla,MN,55878,1
931,Ole,Larson,31,S,M,30000,0,0,Partial Hi,Clerical,0,2,Melville,MN,55020,2
932,Hans,Johnson,49,S,M,70000,4,3,High Schoo,Professional,0,0,Glendale,ND,58025,4
933,Erika,Johnson,43,S,F,30000,5,0,Graduate D,Clerical,0,0,Burien,MN,56758,1
934,John,Anderson,33,M,M,110000,0,5,High Schoo,Management,1,4,Burlingame,ND,58170,4
935,Ella,Larson,56,M,F,50000,2,1,Partial Co,Professional,1,2,W. Linn,SD,57625,1
936,John,Carlson,31,S,M,10000,1,1,High Schoo,Manual,1,0,Kirkland,MN,56478,1
937,Katrin,Hanson,43,M,F,30000,1,1,Bachelors,Clerical,1,0,Beaverton,SD,57718,1
938,Sven,Johnson,50,S,M,40000,2,0,Partial Co,Clerical,1,1,Ballard,MN,55470,1
939,Katrin,Anderson,48,M,F,50000,1,0,Bachelors,Professional,1,1,Bellingham,MN,55792,1
940,Ingrid,Johnson,42,S,F,30000,1,0,Bachelors,Clerical,0,0,Colma,ND,58471,4
941,Ole,Larson,44,M,M,90000,2,0,Bachelors,Professional,1,0,Monroe,MN,55547,1
942,Ingrid,Olson,64,M,F,30000,2,0,Partial Co,Clerical,1,2,Birmingham,IA,50411,5
943,Erik,Johnson,72,S,M,50000,3,0,Graduate D,Management,1,2,Carnation,MN,55031,1
944,Kirsten,Anderson,66,M,F,50000,4,0,Bachelors,Management,0,2,Colma,ND,58003,4
945,Sven,Hanson,36,M,M,40000,3,3,Partial Co,Clerical,0,1,Concord,ND,58838,4
946,Ole,Hanson,59,S,M,80000,5,2,High Schoo,Professional,0,2,Columbus,WY,82409,5
947,Kirsten,Johnson,35,S,F,50000,0,0,Partial Co,Skilled Manual,0,2,Marysville,MN,55174,1
948,Sven,Anderson,51,S,M,40000,2,0,Partial Co,Clerical,1,1,Lynnwood,MN,55337,1
949,Hans,Hanson,45,S,M,70000,2,0,Graduate D,Professional,1,1,Woodinville,MN,56449,1
950,Kirsten,Larson,48,S,F,30000,5,0,Graduate D,Clerical,0,0,Grossmont,ND,58380,4
951,Sven,Hanson,44,M,M,40000,0,0,Bachelors,Skilled Manual,0,0,Bremerton,MN,55049,1
952,Sven,Anderson,37,M,M,80000,0,0,Bachelors,Management,1,1,Concord,ND,58635,4
953,John,Olson,34,M,M,20000,0,0,Partial Hi,Manual,1,1,College Station,OH,43816,4
954,Erik,Johnson,45,S,M,60000,3,3,Bachelors,Professional,0,1,Bellingham,MN,56577,1
955,Erik,Larson,45,S,M,90000,4,4,Partial Co,Professional,1,3,Everett,MN,55162,1
956,Erika,Anderson,48,S,F,60000,1,0,Bachelors,Professional,0,1,Burbank,ND,58128,4
957,Carl,Olson,39,M,M,50000,1,1,Graduate D,Skilled Manual,1,0,Berkeley,ND,58260,4
958,Katrin,Anderson,50,S,F,30000,3,0,Bachelors,Clerical,1,0,Spring Valley,ND,58779,4
959,Ole,Anderson,44,M,M,40000,1,0,Partial Co,Clerical,1,1,Santa Ana,ND,58714,4
960,Kirsten,Carlson,55,S,F,10000,2,0,Partial Co,Manual,0,1,Burien,MN,56606,1
961,Ella,Olson,67,S,F,60000,3,0,Graduate D,Management,1,2,W. Linn,SD,57161,1
962,Ole,Olson,44,S,M,60000,0,0,Graduate D,Professional,1,0,San Gabriel,ND,58677,4
963,Hans,Carlson,45,M,M,20000,2,2,High Schoo,Manual,1,2,Olympia,MN,56509,1
964,Ella,Johnson,52,S,F,50000,2,1,Partial Hi,Skilled Manual,1,3,West Covina,ND,58091,4
965,Ingrid,Larson,42,M,F,90000,4,4,Partial Co,Skilled Manual,1,2,Valley Stream,MN,56680,2
966,Ella,Anderson,46,M,F,50000,4,2,Bachelors,Skilled Manual,1,2,Issaquah,MN,56393,1
967,Ole,Hanson,41,S,M,40000,0,0,Graduate D,Clerical,0,0,Burien,MN,56406,1
968,Kirsten,Olson,49,M,F,60000,1,0,Bachelors,Professional,1,1,Ogden,UT,84401,0
969,Erika,Johnson,68,S,F,70000,5,0,Bachelors,Management,0,2,Concord,ND,58406,4
970,Carl,Hanson,44,M,M,50000,0,0,Graduate D,Skilled Manual,0,0,Sand City,ND,58725,4
971,Ella,Larson,31,M,F,20000,4,4,High Schoo,Manual,1,2,Chula Vista,ND,58263,4
972,Sven,Anderson,46,M,M,50000,4,2,Bachelors,Skilled Manual,1,2,Colma,ND,58640,4
973,Katrin,Olson,53,S,F,70000,2,1,Partial Co,Professional,0,0,Colma,ND,58776,4
974,Carl,Olson,42,S,M,80000,0,0,Bachelors,Management,0,1,W. Linn,SD,57686,1
975,John,Carlson,60,M,M,40000,2,1,Partial Hi,Skilled Manual,1,3,National City,ND,58779,4
976,Katrin,Anderson,51,M,F,40000,3,0,Graduate D,Clerical,0,0,Chula Vista,ND,58152,4
977,Kirsten,Carlson,51,S,F,10000,1,1,High Schoo,Manual,1,1,Millington,IN,46873,5
978,Ole,Larson,70,S,M,10000,2,0,Bachelors,Clerical,0,1,Beaverton,SD,57315,1
979,John,Johnson,35,S,M,30000,0,0,Partial Co,Clerical,0,1,Santa Monica,ND,58725,4
980,Kirsten,Olson,41,M,F,110000,1,1,Graduate D,Management,1,3,Miami,WI,54653,5
981,Hans,Olson,46,M,M,30000,1,1,Bachelors,Skilled Manual,1,2,Baytown,OH,43743,4
982,Erik,Hanson,53,S,M,130000,3,4,Partial Co,Professional,1,3,Newport News,ID,83318,5
983,John,Olson,55,S,M,20000,1,0,Bachelors,Clerical,0,0,Downey,ND,58486,4
984,Erik,Larson,35,S,M,50000,0,0,High Schoo,Skilled Manual,0,2,Chula Vista,ND,58383,4
985,John,Anderson,31,S,M,20000,4,4,High Schoo,Manual,1,3,Corvallis,SD,57492,1
986,John,Olson,41,M,M,60000,2,0,Graduate D,Professional,0,0,Oregon City,SD,57512,1
987,Carl,Anderson,38,S,M,80000,0,0,Bachelors,Management,0,1,Norwalk,ND,58847,4
988,Katrin,Anderson,65,M,F,60000,3,1,Partial Hi,Skilled Manual,0,3,Olympia,MN,55467,1
989,Ole,Carlson,38,S,M,50000,1,1,Graduate D,Skilled Manual,0,0,Great Falls,MT,59401,0
990,Erik,Hanson,49,M,M,30000,4,0,Graduate D,Clerical,1,0,Colma,ND,58672,4
991,Hans,Johnson,43,M,M,80000,5,5,Bachelors,Professional,1,4,Bellingham,MN,55629,1
992,Hans,Larson,41,S,M,60000,1,0,Graduate D,Professional,0,0,Charlotte,ND,58269,5
993,John,Johnson,58,M,M,120000,4,5,Bachelors,Management,1,3,Olympia,MN,56593,1
994,John,Larson,36,S,M,20000,0,0,Partial Co,Manual,1,1,Chula Vista,ND,58113,4
995,Hans,Anderson,37,S,M,90000,0,0,High Schoo,Management,0,3,Concord,ND,58334,4
996,Carl,Larson,46,M,M,50000,4,4,Bachelors,Skilled Manual,0,3,Beverly Hills,ND,58807,4
997,John,Hanson,47,M,M,30000,2,2,Partial Co,Clerical,1,2,Torrance,ND,58063,4
998,John,Carlson,40,S,M,90000,2,0,Bachelors,Professional,1,0,Concord,ND,58717,4
999,Sven,Olson,59,M,M,50000,2,1,High Schoo,Professional,0,2,Marysville,MN,56566,1
1000,Erik,Anderson,32,M,M,10000,0,0,Partial Co,Manual,1,1,Downey,ND,58175,4
1001,John,Larson,38,S,M,100000,0,5,High Schoo,Management,0,3,El Cajon,ND,58470,4
1002,Carl,Larson,42,S,M,30000,1,0,Bachelors,Clerical,1,0,Campbellsville,MT,59773,0
1003,John,Olson,40,M,M,40000,2,2,Partial Co,Clerical,1,2,San Ramon,ND,58535,4
1004,Katrin,Carlson,36,M,F,40000,3,3,Partial Co,Clerical,1,2,Lynnwood,MN,56013,1
1005,Erika,Anderson,29,M,F,30000,0,0,High Schoo,Skilled Manual,1,2,Lebanon,SD,57785,1
1006,Ole,Hanson,62,S,M,40000,2,1,High Schoo,Professional,1,2,Lake Oswego,SD,57647,1
1007,Katrin,Carlson,39,M,F,50000,1,1,Graduate D,Skilled Manual,1,0,Lynnwood,MN,55393,1
1008,Ole,Olson,40,M,M,50000,1,1,Bachelors,Skilled Manual,0,1,Colma,ND,58590,4
1009,Kirsten,Larson,35,M,F,40000,0,0,Graduate D,Clerical,1,0,Lynnwood,MN,56490,1
1010,John,Olson,49,M,M,40000,4,2,High Schoo,Skilled Manual,1,2,Edmonds,MN,56295,1
1011,Ingrid,Anderson,52,S,F,50000,2,1,High Schoo,Professional,0,2,Marysville,MN,55636,1
1012,Hans,Larson,31,M,M,30000,3,3,Partial Co,Clerical,1,2,Tuscola,IL,61953,3
1013,John,Carlson,68,M,M,60000,3,0,Graduate D,Management,1,2,West Covina,ND,58777,4
1014,Erik,Anderson,36,M,M,100000,1,0,Graduate D,Management,0,0,Colma,ND,58278,4
1015,Ole,Johnson,52,S,M,30000,1,0,Graduate D,Clerical,0,0,Nashville,IN,46250,5
1016,Sven,Larson,30,S,M,40000,0,0,High Schoo,Skilled Manual,0,2,Duvall,MN,56454,1
1017,Ella,Johnson,66,M,F,60000,4,0,Graduate D,Management,1,2,Burbank,ND,58318,4
1018,Sven,Larson,58,M,M,50000,2,1,High Schoo,Professional,1,2,Issaquah,MN,55608,1
1019,Ole,Hanson,31,M,M,40000,0,0,High Schoo,Skilled Manual,0,2,Kenmore,MN,56249,1
1020,Ingrid,Anderson,42,M,F,50000,4,2,Bachelors,Professional,1,2,Issaquah,MN,56226,1
1021,Kirsten,Anderson,51,S,F,40000,2,0,Partial Co,Clerical,0,1,Sedro Woolley,MN,56144,1
1022,Hans,Hanson,45,S,M,50000,3,3,Bachelors,Skilled Manual,1,3,Chula Vista,ND,58603,4
1023,Hans,Larson,68,S,M,20000,1,0,Partial Co,Manual,1,0,Colma,ND,58852,4
1024,Kirsten,Anderson,67,S,F,10000,3,0,Partial Co,Manual,0,1,Indianapolis,MT,59667,3
1025,Ingrid,Olson,70,S,F,50000,3,0,Bachelors,Management,0,2,Carnation,MN,55779,1
1026,Ella,Carlson,49,M,F,80000,5,4,Partial Co,Professional,1,3,Everett,MN,56759,1
1027,John,Anderson,50,M,M,70000,5,4,Partial Co,Skilled Manual,1,3,Burbank,ND,58670,4
1028,Kirsten,Anderson,50,S,F,50000,2,1,Partial Co,Professional,0,2,San Francisco,ND,58425,4
1029,Ole,Johnson,51,S,M,110000,3,4,Bachelors,Management,1,4,Bellevue,MN,56026,1
1030,Erik,Johnson,67,M,M,30000,1,0,Bachelors,Clerical,1,0,Chula Vista,ND,58689,4
1031,Carl,Carlson,67,S,M,50000,2,0,Graduate D,Management,0,1,Redford,WY,83030,0
1032,Inga,Olson,68,S,F,50000,4,0,Bachelors,Management,0,2,Bellingham,MN,55945,1
1033,Hans,Olson,53,S,M,30000,2,0,High Schoo,Skilled Manual,0,2,Chicago,IL,60610,3
1034,Kirsten,Carlson,34,S,F,20000,0,0,High Schoo,Manual,1,1,Maryville,IN,47188,5
1035,Hans,Anderson,39,S,M,40000,2,2,Partial Co,Clerical,0,2,Chula Vista,ND,58472,4
1036,Kirsten,Johnson,39,S,F,40000,2,2,Partial Co,Clerical,0,1,Lincoln Acres,ND,58747,4
1037,Ingrid,Carlson,44,S,F,60000,1,0,Bachelors,Professional,1,1,Concord,ND,58331,4
1038,Sven,Johnson,55,S,M,40000,1,0,Partial Co,Clerical,1,1,Colma,ND,58321,4
1039,Ella,Anderson,65,S,F,50000,5,0,Bachelors,Management,1,2,Lake Oswego,SD,57518,1
1040,Kirsten,Olson,43,S,F,10000,2,0,Partial Co,Manual,0,0,Burien,MN,56227,1
1041,Kirsten,Olson,50,M,F,50000,4,0,Graduate D,Skilled Manual,1,0,Chula Vista,ND,58487,4
1042,Ella,Carlson,51,S,F,20000,2,0,Partial Co,Manual,1,1,Burien,MN,56158,1
1043,Hans,Anderson,43,M,M,40000,0,0,Bachelors,Skilled Manual,1,0,Chula Vista,ND,58341,4
1044,Erika,Larson,35,M,F,90000,0,0,High Schoo,Management,1,2,Colma,ND,58198,4
1045,Erika,Olson,47,M,F,70000,0,0,Bachelors,Professional,1,1,Torrance,ND,58183,4
1046,Hans,Hanson,40,M,M,20000,2,2,High Schoo,Manual,0,1,Kirkland,MN,55077,1
1047,Ingrid,Hanson,54,S,F,40000,1,0,Partial Co,Clerical,0,1,Colma,ND,58240,4
1048,Inga,Anderson,35,S,F,10000,0,0,Partial Hi,Manual,0,2,Burien,MN,55213,1
1049,Ingrid,Larson,46,M,F,30000,2,2,Partial Co,Manual,1,0,Olympia,MN,55798,1
1050,Kirsten,Larson,33,S,F,30000,0,0,Partial Co,Clerical,1,1,Corvallis,SD,57040,1
1051,Inga,Larson,32,S,F,50000,0,0,Partial Co,Skilled Manual,0,2,San Carlos,ND,58613,4
1052,Carl,Olson,48,M,M,50000,1,0,Bachelors,Professional,0,1,Portland,SD,57452,1
